Product Title,Product Description,Product UID,Print File URL,Should Publish Images?
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_400x600-mm-16x24-inch_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_450x600-mm-18x24-inch_4-mm_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_450x600-mm-18x24-inch_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_500x500-mm-20x20-inch_4-mm_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_500x500-mm-20x20-inch_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_500x700-mm-20x28-inch_4-mm_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_500x700-mm-20x28-inch_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_500x750-mm-20x30-inch_4-mm_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_500x750-mm-20x30-inch_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_600x600-mm-24x24-inch_4-mm_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_600x600-mm-24x24-inch_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_600x800-mm-24x32-inch_4-mm_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_600x800-mm-24x32-inch_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_600x900-mm-24x36-inch_4-mm_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_600x900-mm-24x36-inch_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_700x1000-mm-28x40-inch_4-mm_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_700x1000-mm-28x40-inch_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_8x12-inch-200x300-mm_4-mm_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_8x12-inch-200x300-mm_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_8x24-inch-200x600-mm_4-mm_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_8x24-inch-200x600-mm_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_8x8-inch-200x200-mm_4-mm_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_8x8-inch-200x200-mm_4-mm_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_12x12-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_12x12-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_12x16-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_12x16-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_12x18-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_12x18-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_12x36-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_12x36-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_16x16-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_16x16-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_16x20-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_16x20-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_16x24-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_16x24-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_18x24-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_18x24-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_200x200-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_200x200-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_200x300-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_200x300-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_200x600-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_200x600-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_20x20-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_20x20-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_20x28-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
